Predict sales of the computer
test_rmse
266.75616660065594
train_rmse
260.7478820331692	

5318	2973.8653326619446
3517	2705.915641169562
1209	3257.357390327898
6048	1981.1814353151385
2526	2042.2098094337998
5987	1432.7915007331267
5771	1293.5515103618197
3235	1546.5005359715417
2882	2577.748427598229
5152	2747.590673814756
4479	2107.8849140700277
4561	3017.5176485308134
6167	2218.348148112743
5947	1755.63375323042
4557	2015.6495542602247
6123	2476.971389106335
6225	3018.575147465851
1429	2179.905046983868
2466	1954.168610382445
1854	2644.4162726568875
1898	1429.6947443286476
5226	1887.171581958679
2835	1992.1412644022496
5276	1780.5934461838367
6240	1532.356698352047
3747	1423.9242771862469
1862	2080.27259519
708	1944.13856458507
1050	2811.792654049745
4026	2401.2863808188013
342	2857.1021200748482
1759	2331.62153469029
3855	1949.319147031106
3925	2425.3902064714034
1717	2528.9178581528645
2540	2204.5667372282983
565	2014.6666271477939
3808	1957.459661047912
3	2805.804973496567
2989	1221.0816134989782
5426	1709.1410953758902
3612	2866.639297014309
3441	1799.698953469934
3574	2785.8845192792414
2909	2684.2862489548315
3900	3287.321382041424
4193	2231.0193392464357
2194	2184.7223850911723
4287	1449.0209416916696
373	2256.2771201870255
3227	1116.6699615992966
3168	3204.1134034787297
4398	2890.8191141591533
4012	1872.7451934073915
3438	2256.444512421362
2423	3079.0832346832995
5631	2734.03596458221
5765	2241.345653631647
64	2084.1252924529417
5248	2034.7749205713642
4709	3071.4801982600366
4860	2305.597577262948
1809	2316.270877652321
5104	1061.4840962797061
1745	2629.39100502825
4889	1887.8249118357767
4700	2942.3675645591898
4719	2735.2224859842026
692	2419.2326159701392
224	2470.436484447914
3177	3449.888956916921
1505	2304.50388305859
4388	1483.3126593420466
610	3152.569578837614
3721	2042.3060792603628
3535	1740.1407075519896
3994	2377.9542678867906
2638	2050.0844947593787
3037	2295.1598832010445
3457	1971.778016697639
1527	2689.728592983251
1499	1888.976788912632
4493	3067.865315612885
4300	1932.000787283208
1234	1898.718013723997
1703	2730.099339024608
4107	1672.3181889357659
1749	2168.829373078098
1748	2454.376016004378
6138	1624.4130022299107
63	2347.8992416218357
1118	3173.2489746837055
2017	2782.608054350306
3233	2144.3022200484174
4249	1455.5471839871125
1591	2144.579113433453
3527	2712.197284908747
439	3046.839387262581
3289	1777.8705481248337
3823	2417.7522251230816
4960	1990.4935426557636
1453	1947.608211922457
5863	2074.4122884350263
550	2717.3520243127805
5536	2564.7394586595965
4257	1886.3143611893843
1466	3410.592859567582
499	2607.280226731279
4771	2029.6657274420647
137	2361.478717744255
2901	2236.4758352777076
798	2843.6235177774506
436	2637.2593647709227
5265	1753.5706639261748
4088	3132.0013295909616
3320	1635.688122621603
5234	1943.2342544757073
6056	1264.6266325080994
1830	2413.81655415258
1501	2795.5825890963897
380	2448.1945252460346
1148	1805.086079115335
4667	2024.9059479052476
4807	2844.204736757818
1089	1496.2113561852173
3348	2201.7617426197426
4215	1846.009142467699
2442	1977.272482428383
414	3419.5576401522203
1192	2417.9452951586545
729	2024.3142618196357
1477	3311.567497506477
2930	2018.2610397602384
926	2356.640166729363
5751	1593.2957762533965
